0;1
0;"{'criterio_de_pesquisa': 'boxe', 'frase_original': TextBlob(""judo
natação
futsal
krav magá

atualmente pulo corda

quero boxe ""), 'frase_traduzida': TextBlob(""judo
natação
futsal
krav magá

atualmente pulo corda

quero boxe ""), 'polaridade': 0.0, 'subjetividade': 0.0}"
1;"{'criterio_de_pesquisa': 'boxe', 'frase_original': TextBlob(""ginástica, ballet, vôlei, natação (até competia nesse msm sendo uma ameba futebol (até hoje tênis de mesa, boxe,… ""), 'frase_traduzida': TextBlob(""ginástica, ballet, vôlei, natação (até competia nesse msm sendo uma ameba futebol (até hoje tênis de mesa, boxe,… ""), 'polaridade': 0.0, 'subjetividade': 0.0}"
2;"{'criterio_de_pesquisa': 'boxe', 'frase_original': TextBlob(""queria fazer um boxe pra descontar minha raiva""), 'frase_traduzida': TextBlob(""queria fazer um boxe pra descontar minha raiva""), 'polaridade': 0.0, 'subjetividade': 0.0}"
3;"{'criterio_de_pesquisa': 'boxe', 'frase_original': TextBlob(""curiosidade do boxe como são dadas duas medalhas de bronze nessa modalidade (como no judô, o wanderson, que está… ""), 'frase_traduzida': TextBlob(""curiosidade do boxe como são dadas duas medalhas de bronze nessa modalidade (como no judô, o wanderson, que está… ""), 'polaridade': 0.0, 'subjetividade': 0.0}"
4;"{'criterio_de_pesquisa': 'boxe', 'frase_original': TextBlob(""@jotamarquesrj futsal, handball, vôlei, jiu jitsu, boxe hoje corrida e musculação""), 'frase_traduzida': TextBlob(""@jotamarquesrj futsal, handball, vôlei, jiu jitsu, boxe hoje corrida e musculação""), 'polaridade': 0.0, 'subjetividade': 0.0}"
5;"{'criterio_de_pesquisa': 'boxe', 'frase_original': TextBlob(""@eboli_pedro um dos grandes nomes do boxe brasileiro se chamava maguila inclusive totalmente colonizados pela hb""), 'frase_traduzida': TextBlob(""@eboli_pedro um dos grandes nomes do boxe brasileiro se chamava maguila inclusive totalmente colonizados pela hb""), 'polaridade': 0.0, 'subjetividade': 0.0}"
6;"{'criterio_de_pesquisa': 'boxe', 'frase_original': TextBlob(""⏰ 05h e 52min
🤸‍♀️ ginástica artística
👩 rebeca andrade
📋 salto  vale #ouro
📺 globo, sportv 2 e bandsports

⏰ 06h… ""), 'frase_traduzida': TextBlob(""⏰ 05h e 52min
🤸‍♀️ ginástica artística
👩 rebeca andrade
📋 salto  vale #ouro
📺 globo, sportv 2 e bandsports

⏰ 06h… ""), 'polaridade': 0.0, 'subjetividade': 0.0}"
7;"{'criterio_de_pesquisa': 'boxe', 'frase_original': TextBlob(""@msliperr cuba 2 x 0 brasil no boxe*

abner tbm vai pegar cubano nas semis""), 'frase_traduzida': TextBlob(""@msliperr cuba 2 x 0 brasil no boxe*

abner tbm vai pegar cubano nas semis""), 'polaridade': 0.0, 'subjetividade': 0.0}"
8;"{'criterio_de_pesquisa': 'boxe', 'frase_original': TextBlob(""@juliette boxe parece ótimo, tô cogitando fazer imagina que maravilha descontar a raiva num saco de pancada 😍""), 'frase_traduzida': TextBlob(""@juliette boxe parece ótimo, tô cogitando fazer imagina que maravilha descontar a raiva num saco de pancada 😍""), 'polaridade': 0.0, 'subjetividade': 0.0}"
9;"{'criterio_de_pesquisa': 'boxe', 'frase_original': TextBlob(""natação 
futebol
futebol americano 
muay thai
kickboxing
boxe
musculação 
basquete
karatê ""), 'frase_traduzida': TextBlob(""natação 
futebol
futebol americano 
muay thai
kickboxing
boxe
musculação 
basquete
karatê ""), 'polaridade': 0.0, 'subjetividade': 0.0}"
10;"{'criterio_de_pesquisa': 'boxe', 'frase_original': TextBlob(""@pdrlixo no boxe
cuba 1x0 brasil

na tecnologia
cuba 0x10 brasil

na saúde
cuba 0x10 brasil

na segurança
cuba… ""), 'frase_traduzida': TextBlob(""@pdrlixo no boxe
cuba 1x0 brasil

na tecnologia
cuba 0x10 brasil

na saúde
cuba 0x10 brasil

na segurança
cuba… ""), 'polaridade': 0.0, 'subjetividade': 0.0}"
11;"{'criterio_de_pesquisa': 'boxe', 'frase_original': TextBlob(""trabalho sério e o boxe olímpico brasileiro tá aí pra mostrar sou pai de atletas e sei muito bem como o planejamen… ""), 'frase_traduzida': TextBlob(""trabalho sério e o boxe olímpico brasileiro tá aí pra mostrar sou pai de atletas e sei muito bem como o planejamen… ""), 'polaridade': 0.0, 'subjetividade': 0.0}"
12;"{'criterio_de_pesquisa': 'boxe', 'frase_original': TextBlob(""3 abner teixeira (boxe  bronze garantido e com chance de ouro e prata
4 herbert sousa, wanderson de oliveira e… ""), 'frase_traduzida': TextBlob(""3 abner teixeira (boxe  bronze garantido e com chance de ouro e prata
4 herbert sousa, wanderson de oliveira e… ""), 'polaridade': 0.0, 'subjetividade': 0.0}"
13;"{'criterio_de_pesquisa': 'boxe', 'frase_original': TextBlob(""🥊 boxe wanderson, brasileiro da categoria pesoleve, passa pelas oitavas e vai pegar o cubano andy cruz no começo… ""), 'frase_traduzida': TextBlob(""🥊 boxe wanderson, brasileiro da categoria pesoleve, passa pelas oitavas e vai pegar o cubano andy cruz no começo… ""), 'polaridade': 0.0, 'subjetividade': 0.0}"
14;"{'criterio_de_pesquisa': 'boxe', 'frase_original': TextBlob(""e digo mais 
[31/07/2021 142638] gabi tenente  imagina meter a porrada em rafaela com luva de boxe
 [31/07/2021… ""), 'frase_traduzida': TextBlob(""e digo mais 
[31/07/2021 142638] gabi tenente  imagina meter a porrada em rafaela com luva de boxe
 [31/07/2021… ""), 'polaridade': 0.0, 'subjetividade': 0.0}"
15;"{'criterio_de_pesquisa': 'boxe', 'frase_original': TextBlob(""2h de boxe hoje no frio  totalmente normal""), 'frase_traduzida': TextBlob(""2h de boxe hoje no frio  totalmente normal""), 'polaridade': 0.15, 'subjetividade': 0.6499999999999999}"
16;"{'criterio_de_pesquisa': 'boxe', 'frase_original': TextBlob(""[31/07/2021 141941] rafaela vcs podem me comer na porrada
 [31/07/2021 141951] yanka lopes e eu vou
 [31/07/2… ""), 'frase_traduzida': TextBlob(""[31/07/2021 141941] rafaela vcs podem me comer na porrada
 [31/07/2021 141951] yanka lopes e eu vou
 [31/07/2… ""), 'polaridade': 0.0, 'subjetividade': 0.0}"
17;"{'criterio_de_pesquisa': 'boxe', 'frase_original': TextBlob(""karate natação vôlei futsal (odiava capoeira muay thai boxe ""), 'frase_traduzida': TextBlob(""karate natação vôlei futsal (odiava capoeira muay thai boxe ""), 'polaridade': 0.0, 'subjetividade': 0.0}"
